sbd,yy,toan,van,khxh,khtn,ls,dl,gdcd,sh,vl,hh,ta
2000313,2002,8.4,6.75,-1,5.92,-1,-1,-1,3.75,8.5,5.5,8
2000314,2002,7,6.5,-1,5.83,-1,-1,-1,6,4.75,6.75,6
2000315,2002,8.2,4.75,-1,5.42,-1,-1,-1,4.5,4.25,7.5,6.6
2000316,2002,7,5.25,-1,6.25,-1,-1,-1,6.5,7,5.25,8.2
2000317,2002,6.2,5.75,6.92,-1,5,8,7.75,-1,-1,-1,4.4
2000318,2002,8.8,6.75,-1,5.92,-1,-1,-1,4.25,7.5,6,8.6
2000319,2002,7.4,5.5,5.75,-1,2.25,7.25,7.75,-1,-1,-1,6.8
2000320,2002,6.6,6.75,8,-1,7.5,8,8.5,-1,-1,-1,6.6
2000321,2002,8.2,6.75,-1,6.83,-1,-1,-1,8,5,7.5,6
2000322,2002,8.4,7.5,-1,7.17,-1,-1,-1,4.75,8.75,8,8.6
2000323,2002,8.6,6.25,-1,6.58,-1,-1,-1,5.5,6.75,7.5,5.8
2000324,2002,7,6.5,-1,4.92,-1,-1,-1,4.25,6.25,4.25,4.8
2000325,2002,6.8,5.5,6.25,-1,5,6.75,7,-1,-1,-1,3.2
2000326,2002,8.6,6.25,-1,7,-1,-1,-1,5.25,8,7.75,4.8
2000327,2002,8.6,6.5,-1,7.17,-1,-1,-1,5,8,8.5,4.8
2000328,2002,8.6,6.5,-1,6.08,-1,-1,-1,6.25,7,5,6.4
2000329,2002,5.4,5.75,5.83,-1,3.5,7.75,6.25,-1,-1,-1,3.2
2000330,2002,7.2,5,-1,6.5,-1,-1,-1,3.5,7.5,8.5,6.2
2000331,2002,8.6,7,-1,7,-1,-1,-1,6,7.75,7.25,6
2000332,2002,7.6,7,-1,7.42,-1,-1,-1,7,7.75,7.5,6.6
2000333,2002,7.6,7.25,-1,5.33,-1,-1,-1,3,6.25,6.75,8.2
2000334,2002,7.4,7.75,-1,6.33,-1,-1,-1,6.5,5.5,7,6
2000335,2002,8.2,7.25,6.92,-1,6,6,8.75,-1,-1,-1,4.8
2000336,2002,6.6,3.75,-1,4.67,-1,-1,-1,2.5,5.75,5.75,5.6
2000337,2002,8,4.5,-1,4.67,-1,-1,-1,4.25,5.5,4.25,7.4
2000338,2002,9.2,5.5,-1,7.42,-1,-1,-1,5.75,8.25,8.25,5.6
2000339,2002,8.4,6.5,-1,5.08,-1,-1,-1,3.75,7,4.5,4.8
2000340,2002,9.4,8,-1,6.5,-1,-1,-1,6,7.25,6.25,9
2000341,2002,8.2,7.25,-1,5.17,-1,-1,-1,4.75,6.75,4,5.2
2000342,2002,8.4,7.5,-1,6.17,-1,-1,-1,4.75,8,5.75,6.8
2000343,2002,7.6,7.5,-1,5.25,-1,-1,-1,4.75,7.25,3.75,4.4
2000344,2001,8,5.25,-1,5.75,-1,-1,-1,3.75,6.5,7,6.6
2000345,2002,7.8,7.75,-1,6.75,-1,-1,-1,7.25,6.5,6.5,7.2
2000346,2002,8.8,7.25,-1,6.42,-1,-1,-1,4.5,7.25,7.5,7.6
2000347,2002,7.8,5.75,-1,6.75,-1,-1,-1,5.5,7.75,7,7.4
2000348,2002,6,6.5,6.08,-1,4.5,6,7.75,-1,-1,-1,6.8
2000349,2001,8.6,7,-1,6.5,-1,-1,-1,5.25,7,7.25,7
2000350,2002,7.8,5.75,7.83,-1,6.75,8.25,8.5,-1,-1,-1,4.8
2000351,2002,8.6,6.5,-1,7.08,-1,-1,-1,7.5,6.25,7.5,6.2
2000352,2002,8.2,7.75,5.92,-1,4,6.25,7.5,-1,-1,-1,7.8
2000353,2002,7.4,7,-1,4.83,-1,-1,-1,5.25,4.5,4.75,5.6
2000354,2002,6.4,7.5,-1,7,-1,-1,-1,6,7,8,6.4
2000355,2002,8.4,7.75,8.08,-1,7.75,8.25,8.25,-1,-1,-1,8.8
2000356,2002,8.2,7.25,7.42,-1,7.5,6.5,8.25,-1,-1,-1,6.8
2000357,2002,7.8,6,-1,5.92,-1,-1,-1,4,5.75,8,8.2
2000358,2002,8.8,6.5,-1,5.08,-1,-1,-1,3.75,7.75,3.75,8.2
2000359,2002,4.6,5.75,5.75,-1,3.25,6.75,7.25,-1,-1,-1,4.6
2000360,2002,7.2,5.75,-1,4.75,-1,-1,-1,4.75,5.5,4,6.2
2000361,2002,8.6,5.75,-1,7,-1,-1,-1,6.25,7.75,7,7.4
2000362,2002,8.8,6.5,-1,7.17,-1,-1,-1,6.5,7.75,7.25,7
2000363,2002,7.8,6.5,-1,5.75,-1,-1,-1,6.75,4.5,6,5.6
2000364,2002,8.2,6.25,-1,6.58,-1,-1,-1,5.75,5.75,8.25,6.2
2000365,2002,5.4,8,8.33,-1,8,8,9,-1,-1,-1,5.4
2000366,2002,6.8,6.5,7.67,-1,6,8.5,8.5,-1,-1,-1,4
2000367,2002,8,6.5,-1,6.17,-1,-1,-1,4.75,8.5,5.25,6.8
2000368,2002,8.2,5.75,-1,6.67,-1,-1,-1,6.5,7.25,6.25,6
2000369,2002,6.8,6.25,-1,5.92,-1,-1,-1,6.5,4,7.25,7.2
2000370,2002,7.8,8,-1,6.75,-1,-1,-1,5,7.5,7.75,6.4
2000371,2002,8.2,6.5,-1,6,-1,-1,-1,5.25,6.75,6,7.4
2000372,2002,8.2,7.75,6.58,-1,4,7.25,8.5,-1,-1,-1,7.8
2000373,2002,6.8,6,-1,3.75,-1,-1,-1,4,4.5,2.75,6.4
2000374,2002,9.6,7,-1,6.92,-1,-1,-1,6.5,8,6.25,9.4
2000375,2002,7.4,6.5,-1,5.25,-1,-1,-1,4.75,4.75,6.25,7
2000376,2002,9,6.5,-1,7.25,-1,-1,-1,6,7.5,8.25,-1
2000377,2002,5.8,4,5.92,-1,4.75,7,6,-1,-1,-1,4.6
2000378,2002,6.2,6.25,6.92,-1,5.5,7.25,8,-1,-1,-1,5.8
2000379,2002,6.4,3.75,4.92,-1,3.5,4.25,7,-1,-1,-1,4.4
2000380,2002,7.6,6.25,-1,6,-1,-1,-1,6.25,6,5.75,7.2
2000381,2002,7.4,5.75,-1,5.83,-1,-1,-1,5.75,5.5,6.25,4.6
2000382,2002,5.6,5.75,5.58,-1,3.75,5.75,7.25,-1,-1,-1,6.2
2000383,2002,8.4,7,-1,6.08,-1,-1,-1,4.25,7,7,8
2000384,2002,8,8,-1,6.83,-1,-1,-1,6.5,7.5,6.5,7.8
2000385,2002,7.8,6.5,-1,6.92,-1,-1,-1,6,7.25,7.5,7.6
2000386,2001,7.8,7,-1,6.17,-1,-1,-1,6,5.5,7,6.4
2000387,2002,8.6,8,-1,6,-1,-1,-1,7.5,4,6.5,7.8
2000388,2002,7.8,7.5,-1,7.75,-1,-1,-1,6.75,7.25,9.25,6.4
2000389,2002,7,4.25,-1,5.75,-1,-1,-1,6,6.5,4.75,5.2
2000390,2002,7.8,6.5,-1,6.83,-1,-1,-1,6.75,6.25,7.5,5.8
2000391,2002,9.2,5.75,-1,6.67,-1,-1,-1,6.75,5.75,7.5,5.4
2000392,2002,8.2,7.25,-1,6.5,-1,-1,-1,5.75,7,6.75,6
2000393,2002,8.8,5.75,-1,6.33,-1,-1,-1,4.25,6.5,8.25,6.4
2000394,2002,7.2,5.75,-1,6.25,-1,-1,-1,5.75,6.75,6.25,6.8
2000395,2002,7.4,6.25,-1,6.75,-1,-1,-1,5.75,7.25,7.25,6
2000396,2002,9,6,-1,5.58,-1,-1,-1,4,8,4.75,7.4
2000397,2002,8.4,6.25,-1,7.17,-1,-1,-1,5.5,7.75,8.25,7.4
2000398,2002,7,7,-1,6.17,-1,-1,-1,7.5,3,8,4.6
2000399,2002,7.8,5.75,-1,6.25,-1,-1,-1,6.75,7.75,4.25,6.6
2000400,2002,7.8,6.5,-1,6.17,-1,-1,-1,6.5,5.75,6.25,9
2000401,2002,6.4,6.25,6.33,-1,6.25,5.5,7.25,-1,-1,-1,8.4
2000402,2002,7.2,5.5,6.33,-1,4.5,6.5,8,-1,-1,-1,5.8
2000403,2002,6.2,5.5,5.42,-1,4.25,4.75,7.25,-1,-1,-1,3
2000404,2002,4.2,2,6.08,-1,5,6.25,7,-1,-1,-1,3.8
2000405,2002,7.8,7.25,7,-1,6,7.25,7.75,-1,-1,-1,6.4
2000406,2002,6,6,6.58,-1,5.25,6,8.5,-1,-1,-1,8
2000407,2002,8.8,8.5,8.42,-1,7.5,8.25,9.5,-1,-1,-1,7.2
2000408,2002,7.8,7,-1,6,-1,-1,-1,5.25,5.25,7.5,7.8
2000409,2002,6,7.5,7.58,-1,6,7.75,9,-1,-1,-1,6.6
2000410,2002,9.2,7.75,-1,7.42,-1,-1,-1,6.25,8,8,7.4
2000411,2002,8,7,8.92,-1,8.25,8.5,-1,-1,-1,-1,9.2
2000412,2002,6.6,6,7.33,-1,5.25,7.75,9,-1,-1,-1,5
2000413,2002,7.6,8.25,6.33,-1,4.25,6.75,8,-1,-1,-1,6.8
2000414,2002,7.6,7.75,6.92,-1,6.25,5.75,8.75,-1,-1,-1,5.6
2000415,2002,9,6.75,-1,7.75,-1,-1,-1,7.25,7.75,8.25,7
2000416,2002,9.2,6.5,-1,7,-1,-1,-1,7,5.5,8.5,4.6
2000417,2002,8,7,-1,5.67,-1,-1,-1,5.75,5.25,6,8
2000418,2002,8,6.75,-1,6.67,-1,-1,-1,5.25,8,6.75,5
2000419,2002,8.2,6.75,-1,6.17,-1,-1,-1,6.25,5.5,6.75,7.6
2000420,2002,7.8,6.25,-1,6.5,-1,-1,-1,5.75,7,6.75,8.2
2000421,2002,7.8,7.75,6.17,-1,4.5,6.75,7.25,-1,-1,-1,6.6
2000422,2002,8.8,8,7.17,-1,6.25,6.75,8.5,-1,-1,-1,8.2
2000423,2002,8.8,7.5,-1,7.17,-1,-1,-1,6.25,7.75,7.5,5.8
2000424,2002,7.8,8,7.67,-1,7,6.75,9.25,-1,-1,-1,-1
2000425,2002,7,8,6.58,-1,5.5,6.25,8,-1,-1,-1,7.4
2000426,2002,7.2,5.75,-1,5.75,-1,-1,-1,5.5,6,5.75,5
2000427,2002,8.4,7.5,7.08,-1,6.25,7,8,-1,-1,-1,7.8
2000428,2002,8.8,7.75,-1,6.5,-1,-1,-1,7,5.75,6.75,8
2000429,2002,7.6,6,-1,7.08,-1,-1,-1,7.25,7.75,6.25,6.4
2000430,2002,8.8,6.5,-1,6.58,-1,-1,-1,6.25,6.5,7,6
2000431,2002,8,8,-1,5.42,-1,-1,-1,4.25,6.5,5.5,8
2000432,2002,8,7,7.42,-1,6,7.5,8.75,-1,-1,-1,8
2000433,2002,8.2,7,6.67,-1,4,7.25,8.75,-1,-1,-1,6.2
2000434,2002,7.6,7.5,7.75,-1,6.5,7.5,9.25,-1,-1,-1,6.2
2000435,2001,7.8,6.75,-1,5,-1,-1,-1,4.25,6.75,4,7.8
2000436,2002,9.4,7.25,8.17,-1,7,8.75,8.75,-1,-1,-1,8
2000437,2002,7.6,6.5,5,-1,3.5,5.5,6,-1,-1,-1,3.2
2000438,2002,7.4,7,6.17,-1,5.5,5.25,7.75,-1,-1,-1,-1
2000439,2002,8.2,6,-1,5.5,-1,-1,-1,4,7.25,5.25,8.4
2000440,2002,8.4,6.25,-1,7.17,-1,-1,-1,5,8.25,8.25,7.6
2000441,2002,8,6.5,-1,6.25,-1,-1,-1,4.75,6.75,7.25,7.4
2000442,2002,6.2,5.5,-1,4.58,-1,-1,-1,3.5,5.75,4.5,8.2
2000443,2002,8.4,6.25,-1,7.17,-1,-1,-1,5.5,8,8,4.6
2000444,2002,8.2,3.5,-1,7.17,-1,-1,-1,5.5,7.5,8.5,6
2000445,2002,6.6,5,-1,5.17,-1,-1,-1,5.75,3.75,6,5.8
2000446,2002,8.6,5.5,-1,7.75,-1,-1,-1,6.75,8,8.5,5.4
2000447,2002,7,5.5,-1,6.58,-1,-1,-1,5.5,7,7.25,7.8
2000448,2002,8.8,6.75,-1,7.08,-1,-1,-1,6,8.25,7,7
2000449,2002,6.2,4.75,-1,5.33,-1,-1,-1,6.5,3.5,6,4.6
2000450,2002,9.4,7.25,-1,5.83,-1,-1,-1,4.75,6.5,6.25,6
2000451,2002,7.8,6.5,-1,6.5,-1,-1,-1,6,6,7.5,5.8
2000452,2002,7.4,6.75,6.92,-1,4.25,7.75,8.75,-1,-1,-1,5.6
2000453,2002,6.6,6.25,-1,4.67,-1,-1,-1,3.75,6,4.25,3.8
2000454,2002,6.4,7.25,7.42,-1,6.75,6.5,9,-1,-1,-1,7
2000455,2002,7.2,5.25,-1,6.33,-1,-1,-1,6,6.75,6.25,6.8
2000456,2002,8,5.5,-1,6,-1,-1,-1,5,7,6,8.2
2000457,2002,7.2,8,7.08,-1,5,7.75,8.5,-1,-1,-1,7.8
2000458,2002,7.2,6.75,6.92,-1,6,6.5,8.25,-1,-1,-1,5.8
2000459,2002,7.6,6.75,-1,6,-1,-1,-1,5.75,5,7.25,5
2000460,2002,7.4,7.25,-1,6.17,-1,-1,-1,6,7.75,4.75,6
2000461,2002,8.8,6.5,-1,7.25,-1,-1,-1,8.25,5.25,8.25,7
2000462,2002,7.4,6.75,-1,6.5,-1,-1,-1,5.5,7.25,6.75,3.8
2000463,2002,6.2,6.25,7,-1,5,7,9,-1,-1,-1,5.6
2000464,2002,8.2,7.25,-1,5.17,-1,-1,-1,3.75,7,4.75,3.8
2000465,2002,9,6.75,-1,6.83,-1,-1,-1,6.75,5.25,8.5,4.6
2000466,2002,8,6.75,-1,7.75,-1,-1,-1,7.75,7.75,7.75,5.8
2000467,2002,7.6,8,-1,5.17,-1,-1,-1,3.25,5.75,6.5,7.2
2000468,2002,8.2,6.75,-1,6.08,-1,-1,-1,4.75,6.25,7.25,6.6
2000469,2002,8.4,6.75,-1,6.5,-1,-1,-1,4.75,6.75,8,7.4
2000470,2002,7.2,5,6.75,-1,5,7.25,8,-1,-1,-1,6
2000471,2002,7.6,7.75,-1,6.08,-1,-1,-1,4.5,7.5,6.25,6.2
2000472,2002,7.8,7.75,8,-1,6.75,8.5,8.75,-1,-1,-1,7.8
2000473,2002,7.2,8,6.67,-1,4.75,6.75,8.5,-1,-1,-1,-1
2000474,2002,8.2,7.75,7.83,-1,7.75,7.25,8.5,-1,-1,-1,9
2000475,2002,8.8,8,7.67,-1,6.5,8,8.5,-1,-1,-1,8.8
2000476,2002,8.8,6.25,-1,6.75,-1,-1,-1,7,6.5,6.75,8.4
2000477,2002,8,6.75,-1,6.92,-1,-1,-1,7.5,5.5,7.75,6.4
2000478,2002,8.6,6.75,-1,6.92,-1,-1,-1,5.75,7.5,7.5,6.2
2000479,2002,7.6,7.25,-1,6.17,-1,-1,-1,4.25,7.25,7,8
2000480,2002,8.4,6.5,-1,5.75,-1,-1,-1,4.75,6,6.5,6.6
2000481,2002,8.6,6.75,-1,7.58,-1,-1,-1,7,8,7.75,7.4
2000482,2002,8.6,8.25,7.92,-1,7.25,7.75,8.75,-1,-1,-1,7
2000483,2002,8.6,7.75,-1,7.42,-1,-1,-1,8.25,5.25,8.75,6.6
2000484,2002,8,7.75,-1,6.42,-1,-1,-1,4.5,6.5,8.25,7.8
2000485,2002,7,7,-1,6.33,-1,-1,-1,6.25,6.25,6.5,7.4
2000486,2002,8.6,7.5,-1,5.75,-1,-1,-1,4.75,7,5.5,8.8
2000487,2002,8.2,7,-1,7.17,-1,-1,-1,7.75,6.75,7,5.4
2000488,2002,9,8.75,6.83,-1,5,6.75,8.75,-1,-1,-1,7.8
2000489,2002,7.2,7,6.75,-1,5.25,7,8,-1,-1,-1,4.2
2000490,2002,6,7.75,5.75,-1,3.5,6,7.75,-1,-1,-1,4.8
2000491,2002,8.2,7.25,-1,6.58,-1,-1,-1,7,5.5,7.25,5.6
2000492,2002,8,8.25,-1,5.42,-1,-1,-1,4.25,6,6,8
2000493,2002,9.2,8.25,-1,7.42,-1,-1,-1,6.75,8.75,6.75,6.2
2000494,2002,7.8,7.5,-1,6.58,-1,-1,-1,5,8.5,6.25,6.6
2000495,2002,8,7.5,-1,7.42,-1,-1,-1,6.5,7.5,8.25,8.8
2000496,2002,8.4,6.25,-1,6.67,-1,-1,-1,4.5,8.5,7,6.6
2000497,2001,6.2,6.75,-1,4.17,-1,-1,-1,4.5,5,3,3.6
2000498,2002,6.2,6.75,7.42,-1,6.25,7.5,8.5,-1,-1,-1,7.6
2000499,2002,5.4,6.5,6.92,-1,5.5,6.25,9,-1,-1,-1,5.6
2000500,2002,8,6,-1,6.25,-1,-1,-1,5.75,8,5,3
2000501,2002,7.6,5.5,-1,5.08,-1,-1,-1,4.5,6.75,4,6.6
2000502,2002,7.4,6.25,-1,6,-1,-1,-1,4.75,5,8.25,4.6
2000503,2002,8.2,5.25,-1,4.83,-1,-1,-1,4.75,5.25,4.5,8.2
2000504,2002,8.4,6,-1,5,-1,-1,-1,4.5,6.75,3.75,8.8
2000505,2002,6.8,5,-1,5.67,-1,-1,-1,3.75,6.75,6.5,7.6
2000506,2002,8,6.5,-1,5.75,-1,-1,-1,4.25,7.25,5.75,7.4
2000507,2002,6.8,7,6.67,-1,5,5.75,9.25,-1,-1,-1,7.8
2000508,2002,7.6,7.25,-1,6.25,-1,-1,-1,5.5,6.25,7,6.6
2000509,2002,8.4,6.75,-1,6.42,-1,-1,-1,5.5,6.75,7,5.4
2000510,2002,6.8,8.5,6.58,-1,5.25,6.75,7.75,-1,-1,-1,6.8
2000511,2002,8.2,6.75,7.25,-1,5.75,8,8,-1,-1,-1,6.6
2000512,2002,7,8,-1,5.08,-1,-1,-1,5.25,5.25,4.75,3.4
2000513,2002,7,7,-1,6.75,-1,-1,-1,6,8,6.25,5.8
2000514,2002,7.6,6.25,5.33,-1,1.75,5.75,8.5,-1,-1,-1,6.8
2000515,2002,9,5.5,-1,6.75,-1,-1,-1,5,7.25,8,7.2
2000516,2002,8.6,7.25,-1,6.67,-1,-1,-1,4.25,7.75,8,6.2
2000517,2002,8.2,8.25,8.75,-1,8.5,8.5,9.25,-1,-1,-1,6.6
2000518,2002,7.8,7.5,-1,6.58,-1,-1,-1,5.5,6.5,7.75,5.6
2000519,2002,7.8,7.5,8.08,-1,7.5,8,8.75,-1,-1,-1,6
2000520,2002,7,7.5,7.17,-1,5.75,8,7.75,-1,-1,-1,7.2
2000522,2002,7.6,6.5,-1,6.42,-1,-1,-1,5.5,8,5.75,8.4
2000523,2002,7.4,7.75,6.58,-1,5,6.25,8.5,-1,-1,-1,-1
2000524,2001,4.8,3.75,4.83,-1,3.75,5.25,5.5,-1,-1,-1,3.6
2000525,2002,7.2,5.75,-1,6.5,-1,-1,-1,6,7,6.5,5.2
2000526,2002,4.8,4,-1,4.83,-1,-1,-1,5.25,5.25,4,4.4
2000527,2002,9,6.25,-1,7.42,-1,-1,-1,6.5,7.25,8.5,4.4
2000528,2002,6.8,6.25,-1,6.58,-1,-1,-1,6.25,6.5,7,6
2000529,2002,7,6.75,-1,5.42,-1,-1,-1,4.25,7.75,4.25,6.8
2000530,2002,8.2,6.5,-1,7.08,-1,-1,-1,7,6,8.25,5.2
2000531,2002,8,7.5,-1,6.25,-1,-1,-1,4.75,6.75,7.25,5.4
2000532,2002,9.6,6,-1,6.58,-1,-1,-1,4.5,7.5,7.75,6.2
2000533,2002,8,6.75,-1,5.33,-1,-1,-1,4,7.5,4.5,6.8
2000534,2002,7.2,6.75,5.17,-1,2.75,5.75,7,-1,-1,-1,3.6
2000535,2002,7.4,6,-1,6.17,-1,-1,-1,6,7.25,5.25,4.6
2000536,2002,6.6,7,-1,5.58,-1,-1,-1,5,5.5,6.25,5.8
2000537,2002,6.6,6.75,-1,5.92,-1,-1,-1,6.75,5.5,5.5,5
2000538,2002,8.2,8,6.17,-1,5.5,7,6,-1,-1,-1,7.6
2000539,2002,7.4,6.75,7.25,-1,7.75,6,8,-1,-1,-1,8.4
2000540,2002,7,8.5,7.75,-1,8,6.5,8.75,-1,-1,-1,6.4
2000541,2002,8.4,8.25,8,-1,7.5,7.5,9,-1,-1,-1,8
2000542,2001,6.8,6.75,-1,5.33,-1,-1,-1,5.75,5.75,4.5,4.8
2000543,2002,7.8,5.5,-1,7,-1,-1,-1,6,7.5,7.5,8
2000544,2002,6.2,5.25,7.08,-1,5.75,6.5,9,-1,-1,-1,3.8
2000545,2002,8.2,5.5,-1,6.75,-1,-1,-1,5.75,7.75,6.75,8.4
2000546,2001,8.2,6.25,-1,6.67,-1,-1,-1,5,6.75,8.25,5.4
2000547,2002,7.2,6.25,-1,6.75,-1,-1,-1,5.25,8.25,6.75,8.2
2000548,2002,8.8,4.75,-1,6.58,-1,-1,-1,7.5,3.75,8.5,3.4
2000549,2002,7,7,-1,6,-1,-1,-1,6,6.25,5.75,-1
2000550,2002,7.2,7.25,-1,5.25,-1,-1,-1,4.25,5.75,5.75,5.6
2000551,2002,8.2,7.75,-1,6.92,-1,-1,-1,6.25,6.75,7.75,7.2
2000552,2002,6.2,6.75,-1,5.33,-1,-1,-1,4.5,6.25,5.25,4
2000553,2002,8,6.5,-1,7.25,-1,-1,-1,7.5,6.75,7.5,8.8
2000554,2002,8.4,6.5,-1,5.58,-1,-1,-1,4.5,8.75,3.5,5.2
2000555,2002,8.4,7.25,-1,5.75,-1,-1,-1,3.75,5.75,7.75,7.4
2000556,2002,6,7.25,-1,5.5,-1,-1,-1,5.5,5.75,5.25,8
2000557,2002,9,6,-1,7.08,-1,-1,-1,4.25,8.5,8.5,7.2
2000558,2002,6.4,6.75,-1,5.25,-1,-1,-1,5,6,4.75,6.6
2000559,2002,8,8.25,-1,6.92,-1,-1,-1,7,7.25,6.5,6.4
2000560,2002,6.4,6.75,7.67,-1,7.5,7.25,8.25,-1,-1,-1,6.2
2000561,2002,7.8,7.75,-1,5.58,-1,-1,-1,4.5,7,5.25,7.4
2000562,2002,8.4,6.5,-1,6.92,-1,-1,-1,4.25,8.25,8.25,7
2000563,2002,7.8,7,-1,6.25,-1,-1,-1,4.5,7,7.25,7
2000564,2002,8,5.75,5.17,-1,2.75,5.25,7.5,-1,-1,-1,5.4
2000565,2002,8.4,7.25,-1,8,-1,-1,-1,7.25,8.5,8.25,8.8
2000566,2002,8,7.25,-1,6.92,-1,-1,-1,7.25,7.5,6,5.6
2000567,2002,8.6,8,7.25,-1,6.25,6.5,9,-1,-1,-1,8.4
2000568,2002,7.4,8.25,-1,5,-1,-1,-1,4.75,4.5,5.75,6
2000569,2002,8.2,4.5,-1,7.33,-1,-1,-1,6,7.5,8.5,7.8
2000570,2002,9,6.75,-1,6.83,-1,-1,-1,6.75,6.75,7,6
2000571,2002,5.6,4,5.5,-1,3,6.25,7.25,-1,-1,-1,4.4
2000572,2002,8.4,6,-1,6.83,-1,-1,-1,4,7.75,8.75,6.8
2000573,2002,7,6.5,-1,4.83,-1,-1,-1,3.25,5.5,5.75,6.2
2000574,2002,9,7,-1,6.33,-1,-1,-1,5.25,6.25,7.5,5.2
2000575,2002,7,6.75,-1,5.42,-1,-1,-1,5.25,5.75,5.25,6.4
2000576,2002,8.2,7.75,-1,5.25,-1,-1,-1,6,4.75,5,7.4
2000577,2002,7.4,7.75,-1,6.42,-1,-1,-1,5.5,5.25,8.5,8.2
2000578,2002,8.2,7.5,-1,5.92,-1,-1,-1,4,6.75,7,6.2
2000579,2002,8.8,7,-1,6.5,-1,-1,-1,4,7.25,8.25,6.6
2000580,2002,6.8,5.75,7.08,-1,5.75,6.5,9,-1,-1,-1,7.2
2000581,2002,7.8,7.75,8,-1,6.75,8,9.25,-1,-1,-1,9
2000582,2002,7.6,8.5,6.75,-1,5.5,6.25,8.5,-1,-1,-1,-1
2000583,2002,8,7.5,6,-1,4.75,6.25,7,-1,-1,-1,5.8
2000584,2002,9,8,-1,7.17,-1,-1,-1,6.25,7.75,7.5,8.4
2000585,2002,7.6,5.91,-1,6.25,-1,-1,-1,4.75,7.75,6.25,7.6
2000586,2002,7.6,7.75,6.5,-1,5.25,7.75,6.5,-1,-1,-1,6.6
2000587,2002,8.6,8.25,-1,6.25,-1,-1,-1,6,7.25,5.5,8.2
2000588,2002,7.8,7.75,7.92,-1,6.75,8,9,-1,-1,-1,7.8
2000589,2002,8.6,8.25,-1,5.33,-1,-1,-1,4.25,7,4.75,7.2
2000590,2002,7.2,6.5,7.17,-1,5.5,7.75,8.25,-1,-1,-1,7.8
2000591,2002,7,6.75,-1,5.5,-1,-1,-1,4.25,7,5.25,4.6
2000592,2002,7.6,5.5,-1,5.25,-1,-1,-1,5.25,5.75,4.75,8.2
2000593,2002,7.2,7.75,-1,6,-1,-1,-1,5,6.5,6.5,4.6
2000594,2002,7,7,7.25,-1,5.25,7.5,9,-1,-1,-1,5.8
2000595,2002,7.4,5.75,-1,5.5,-1,-1,-1,4.5,5.25,6.75,5
2000596,2002,7.8,7.75,8.08,-1,6.25,8.75,9.25,-1,-1,-1,7.2
2000597,2002,8,7.75,-1,6.42,-1,-1,-1,6.75,5.75,6.75,9
2000598,2002,6.2,7.5,6,-1,4.25,5.75,8,-1,-1,-1,3.8
2000599,2002,8.4,7,-1,6.83,-1,-1,-1,4.25,7.5,8.75,5.6
2000600,2002,8.6,7.75,-1,5.25,-1,-1,-1,3.75,6.5,5.5,8
2000601,2002,7.6,7.25,-1,4.75,-1,-1,-1,4,7,3.25,7.4
2000602,2002,8.8,6.5,-1,7.67,-1,-1,-1,6.5,8.25,8.25,9.4
2000603,2002,7.4,7,-1,6.08,-1,-1,-1,4.75,7.25,6.25,9
2000604,2002,7.6,6.25,-1,6.25,-1,-1,-1,4.5,7.25,7,6.4
2000605,2002,6.2,5.25,-1,6.75,-1,-1,-1,6.5,6.75,7,6.8
2000606,2002,8.6,6.5,-1,4.83,-1,-1,-1,3.75,7.5,3.25,8.2
2000607,2002,8.8,7.5,-1,7.25,-1,-1,-1,6,7.75,8,7.8
2000608,2002,7.2,6.75,7,-1,6,7,8,-1,-1,-1,6.2
2000609,2002,8.4,6.75,-1,4.67,-1,-1,-1,3.5,6.5,4,7.6
2000610,2002,8.8,5.25,-1,7.5,-1,-1,-1,7.25,7,8.25,6.4
2000611,2002,5.8,5,-1,5.42,-1,-1,-1,5.25,6,5,5.8
2000612,2002,6.8,6.75,5.92,-1,4.5,5,8.25,-1,-1,-1,5.6
2000613,2002,8.4,8.25,-1,4.83,-1,-1,-1,4,7,3.5,7.4
2000614,2001,7.6,8.25,-1,7.25,-1,-1,-1,7.75,6.5,7.5,6
2000615,2002,8,8,7.75,-1,7.75,7.5,8,-1,-1,-1,6.8
2000616,2002,6.6,7.5,-1,6.08,-1,-1,-1,6,4.75,7.5,7.2
2000617,2002,7.8,8,-1,7.58,-1,-1,-1,6,7.75,9,7.2
2000618,2002,8,8,6.33,-1,4.75,5.5,8.75,-1,-1,-1,6.6
2000619,2002,8.8,7,-1,6.42,-1,-1,-1,5.25,5.75,8.25,8
2000620,2002,8.8,7,-1,5.75,-1,-1,-1,5.5,5.5,6.25,7.6
2000621,2002,8.2,6.75,-1,6.25,-1,-1,-1,6.25,5,7.5,5.4
2000622,2002,7.4,7,6.25,-1,5.25,6.25,7.25,-1,-1,-1,6.4
2000623,2002,6,6,6.5,-1,3.5,7.25,8.75,-1,-1,-1,1.8
2000624,2002,8.2,7.25,-1,7.08,-1,-1,-1,6,7.5,7.75,6.4
2000625,2002,7.2,7.25,-1,5.75,-1,-1,-1,5.5,4.75,7,5.6
2000626,2002,5.6,7.25,6.67,-1,4,7,9,-1,-1,-1,5.4
2000627,2002,8.2,8,-1,7,-1,-1,-1,6.25,7.75,7,8.2
2000628,2002,8.4,7.75,-1,5.75,-1,-1,-1,4.25,5.5,7.5,7.2
2000629,2002,8.6,7.5,8.08,-1,7.5,7,9.75,-1,-1,-1,7
